Author	POD
J.M. van Bemmelen	Leiden
J.N. van Hall	Bilthoven
Johan Hermann Christian Heyse	Middelburg
Willem Kloos	Den Haag
Pieter Lodewijk Muller	Gardone
Pieter Antonie van der Lith	Leiden
C.A. Crommelin	Leiden
Marie Henriëtte Koorders-Boeke	Salatiga
Johan Hendrik Gallée	Utrecht
Carel van Nievelt	Wiesbaden
Jacobus Craandijk	Haarlem
Johannes de Koo	Luik
Abraham Robert Arntzenius	Den Haag
S.J. Fockema Andreae	Beetsterzwaag
Hugo de Vries	Lunteren
R.A. Kollewijn	Helmond
Sybrandus Johannes Fockema Andreae	Leiden
Frans Coenen	Amsterdam
Ch.M. van Deventer	Amsterdam
D.C. Hesseling	Leiden
Frederik van Eeden	Bussum
H.T. Colenbrander	Leiden
Guido Gezelle	Brugge
Johan de Meester	Utrecht
Herman Teirlinck	Beersel-Lot
Jan L. Walch	Amsterdam
Jan Greshoff	Kaapstad
D. van Blom	Leiden
J.A.N. Knuttel	Leiden
P.H. van Moerkerken jr.	Amsterdam
C. van Vollenhoven	Leiden
Karel van de Woestijne	Zwijnaarde
Johan Huizinga	De Steeg
Annie Salomons	Den Haag
M.H. van Campen	Auschwitz
G.P. Frets	Soest
H.J. Kiewiet de Jonge	Nyon
P. Geyl	Utrecht
Willem Jan Mari van Eysinga	Leiden
Jan Romein	Amsterdam
Hendrik Cramer	Neuengamme
E.J. Dijksterhuis	De Bilt
Achilles Mussche	Gent
Urbain van de Voorde	Leuven
Elisabeth Zernike	Laren
P.J. Meertens	Amstelveen
A. Gildemeester	Den Haag
A.A. van Schelven	Aerdenhout
Arthur J.H. Cornette	Brugge
W.A.P. Smit	Utrecht
J.H. Plantenga	Wassenaar
Th.J.G. Locher	Leiden
Raymond Herreman	Elsene, Brussel
Emmy van Lokhorst	Amsterdam
A.W. Grauls	Antwerpen
Raymond Brulez	Brussel
Dirk Wiersma	Oegstgeest
Gerrit Kamphuis	Den Haag
Garmt Stuiveling	Hilversum
Pieter Jan Bouman	Epe
Gerlach Royen	Utrecht
J.J. Gielen	Beneden leeuwen
B.A. van Groningen	Leiderdorp
Anton van der Boom	Haarlem
Maurits Uyldert	Amsterdam
Dirk Bartling	Doetinchem
G.G. Kloeke	Leiden
A.N. Molenaar	Den Haag
Gerard Walschap	Antwerpen
Edward Rombauts	Leuven
William Shakespeare	Stratford-upon-Avon
Miguel de Cervantes Saavedra	Madrid
Ferdinand Langen	Laren
Maurice Roelants	Sint-Martens-Lennik
J.C.H. de Pater	Den Haag
Anne de Vries	Zeist
F.K.H. Kossmann	Rotterdam
Marie Ramondt	Utrecht
A.A. Verdenius	Arnhem
O. Noordenbos	Amersfoort
C.F.P. Stutterheim	Oegstgeest
Hubert Lampo	Essen
K.F. Proost	Blaricum
Johan Daisne	Gent
H.W. van Tricht	Velp
L.M.Fr. Daniëls	Amsterdam
P. Brommer	Velsen
C.G.N. de Vooys	Utrecht
Ernst van Raalte	Den Haag
Hans Andreus	Putten
Elisabeth Augustin	Amsterdam
Bert Voeten	Amsterdam
C. Buddingh'	Dordrecht
Pierre H. Dubois	Den Haag
Pieter G. Buckinx	Jette
Silvio d' Amico	Rome
W. Drees	Den Haag
Gerben Colmjon	Deventer
A.L. Sötemann	Utrecht
Julien Jozef Kuypers	Vorst
Harry Mulisch	Amsterdam
Henri Wiessing	Amsterdam
P. Minderaa	Leiden
J.W. Schulte Nordholt	Wassenaar
Cornelis Rijnsdorp	Rotterdam
J. Presser	Amsterdam
Hubert van Herreweghen	Dilbeek
Jan Willem Hofstra	Amsterdam
Rob Nieuwenhuys	Amsterdam
Arie de Froe	Amsterdam
Sybren Polet	Amsterdam
J. Bernlef	Amsterdam
Jan F. de Zanger	Denemarken
Willem Brakman	Boekelo Gem. Enschede
A.L. Constandse	Den Haag
R.A. Cornets de Groot	Leiden
Bernardo Ashetu	Den Haag
W.J.C. Buitendijk	Doorn
W.L. Brugsma	Bilthoven
J.M.J. Sicking	Den Haag
R.L.K. Fokkema	Utrecht
G.A.C. Hubers	Amsterdam
Eldert Willems	De Koog
H.C. Rümke	Zürich
Annie Romein-Verschoor	Amsterdam
Frits Staal	Chiang Mai
Rein Bloem	Amsterdam
Peter Hoefnagels	Lochem
D.W. Fokkema	Amstelveen
Julio Cortázar	Parijs
J. Pen	Haren
Peter Nijmeijer	NA september 2016
Maartje Draak	Amsterdam
Boudewijn Büch	Amsterdam
Huub Beurskens	NA;NA
Ethel Portnoy	Den Haag
N.G. van Kampen	Nieuwegein
Jan van Luxemburg	Haarlem
Kas Deprez	Kessel-Lo
Th. Weevers	Bristol
Jacq Firmin Vogelaar	Utrecht
Geert van Beek	Veghel
Anil Ramdas	Loenen a/d Vecht
Em. Kummer	Leiden
Rienk Visser	Amsterdam
Anne Duden	NA;NA
Gottfried Benn	NA;NA
Les Murray	Taree
Seamus Heaney	Dublin
Wallace Stevens	NA NA
W.H. Auden	Wenen
M.E. Belpaire	Antwerpen
Paul Alberdingk Thijm	Kessel
Jaak Muyldermans	Mechelen
Jan Emiel Vliebergh	Leuven
A. Dupont	Ermelo
Caesar Gezelle	Moorsele
Jules Persyn	Broechem
Louisa Duykers	Antwerpen
J. Salsmans	Mechelen
Lodewijk Dosfel	Dendermonde
Joris Eeckhout	Gent
Jozef van Mierlo	Brugge
Floris Prims	Antwerpen
Fernand Toussaint van Boelaere	Brussel
M. Rutten	Luik
Fritz Francken	Antwerpen
Raphaël M.J. Kreemers	Hasselt
J.A. Hallez	Antwerpen
Léopold Levaux	Luik
Leo Picard	Gent
Franz de Backer	Ukkel
Emiel Jan Janssen	Tienen
Max Lamberty	Brussel
Antoni Slonimski	Warschau
Oscar Dambre	Gent
Jan L. Broeckx	Sint-Martens-Latem
Willy Peremans	Leuven
W. Vanbeselaere	Antwerpen
Lode Roose	Bonheiden
Paul de Keyser	Gent
J.J. Mak	Leiden
J.J. de Rooij	Nijmegen
Karel Leroux	Brussel
F.W. van Heerikhuizen	Velp
J. Kamerbeek jr.	Amsterdam
W. Blok	Arnhem
Karel Reijnders	Overasselt
M.C. van den Toorn	Nijmegen
H. Schultink	Bilthoven
N.C.H. Wijngaards	Nijmegen
F.L. Bastet	Oegstgeest
D.M. Bakker	Heemstede
B.Th. Tervoort	Hilversum
J.G. Kooij	Amsterdam
J.W. de Vries	Sassenheim
Teun Hoekstra	Los Angeles, Californië
S.J. Lenselink	Dordrecht
M.F. Fresco	Leiden
A. Sassen	Groningen
J.J. Moerman	Den Haag
Jan Koopmans	Dordrecht
Hein Boeken	Amsterdam
André de Ridder	Borgerhout
Edgard Blancquaert	Mariakerke
M. Schönfeld	Graveland
Chr.P. van Eeghen	Amsterdam
C.B. van Haeringen	Utrecht
K. Fokkema	Amstelveen
F.E.J. Malherbe	Stellenbosch
F. Veenstra	Leeuwarden
P.J. Risseeuw	Den Haag
Willem Pée	Rosières
A. Ampe	Drongen
A. van Elslander	Heusden
P. Spigt	Amstelveen
H.A. Wage	Leiden
Jan J. van Herpen	Hilversum
N. de Paepe	Bonheiden
P.J. Verkruijsse	Nieuwkoop
Jef Suys	Amsterdam
Jean Paul Sartre	Parijs
Peter van Steen	Amsterdam
Pramudya Ananta Tur	Bogor, West-Java
Remy C. van de Kerckhove	Duffel
Leopold Flam	Brussel
Jan Schepens	Brugge
Margaretha Ferguson	Vietnam
L.M. van Dis	Naarden
B. van den Berg	Driebergen
Dirk Bax	Kaapstad
W.E. Hegman	Gent
R. Lievens	Leuven
J.A. Huisman	Zeist
J. Leenen	Sint-Truiden
F.L. Zwaan	Alphen a/d Rijn
Lieven Rens	Edegem
K. Roelandts	Herent
Isaac Dorislaus	Den Haag
E. Oey-de Vita	Amsterdam
Dingeman van der Stoep	Baarn
J. van Doorne	Baarn
J. Deschamps	Leuven
J.A. van Houtte	Leuven
