Author	POB
Aloïs Gerlo	Baasrode
Cola Minis	
D. Geeraerts	
Karel Deleu	
Willem van Eeghem	Brugge
Lucie Roobrouck	Kortrijk
Willem de Jong	Loenen aan de Vecht
Felisberto Hérnandez	Montevideo
Johann Damiaan Degreef	Nijmegen
Maria-Augusta Jacobs	
Hugo Dyserinck	Brugge
J. Donkers	
Gilbert De Smet	Bevere
Carlos Tindemans	
Lieve Scheer	
H. Vandermoere	Brugge
Nico de Vrede	
Piet Thomas	Aalst
I. Demarre	
E. van der Heijden	Hilvarenbeek
Colijn Caillieu	
Herman Servotte	Gent
A. van Branteghem	
Prosper Arents	Borgerhout
F.H.M. Hertoghs	
W.A.F. Janssen	Venray
Koen Wauters	
P.H. King	
Jan Persyn	
G. van Gorp	Alphen
Bert Kooijman	
D. Kuijper Fzn.	
Jef Barthels	
P.S.N. Oost	
Louis Gillet	
P.Th. Elsinga	
Gust Faes	
J. Goffard	
Louis Dieltjens	
Henri Bossaert	Brugge
Hugo De Schampheleire	
F. Steyaert	
Michel Dupuis	
Jan de Piere	
Jan Schoolmeesters	
Amand Berteloot	
Joannes Smeyers	
Rolf Italiaander	Leipzig
M.S.J. Cox-Andrau	Utrecht
Lieven D' Hulst	
Paul Gillaerts	
Dorian Cumps	
Luc Libaut	
Paul Schampaert	
Ingrid van de Wijer	
J. Huyghebaert	
Pascal Tasiaux	
Karel Hellemans	Borgerhout
J. Delsing	
Gisleine Peeters	
Arie Zevenhuijzen	
Viviane Geuffens	
Martha Gerlo	
N. Rowan	
Ludo Verbeeck	
Marc Van Vaeck	
Luc Dirikx	
Piet de Keyser	Knokke
Theo Coun	
Robert Vandeputte	Antwerpen
Jos. Deckers	
R. van Ooteghem	
K. du Bois de Vroylande	
R. Verschroeven	
C. de Bievre	
R. Goris	
J. Hoet	
Gaston Van Bulck	
J. Verelst	
K. van Baarle	
M. Dufraing	
Ad. Jansen	
Alb. Raignier	
Alex Harlssen	
F. De Raedemaeker	
A.J. Michielsen	
Peeters	
M.F. Schurmans	Baarle-Hertog
Louis H.M. Monden	
J. De Munter	
H. Robbers	
Jan van Gorp	
J.M. Eylenbosch	
E. Verstraelen	
Fernand Van Goethem	Lokeren
J. Nolf	
H. Bruders	
L. Elaut	Gentbrugge
E.J. Vandenbussche	
W. Matthijs	
Angelo Brucculeri	
H. Thielemans	
K.M. Houtaar	
Maria Gerarda	
A. Seeldraeyers	
Alb. Block	
P. Lassalle	
J. van Heugten	Asten
August Brunner	Orschwihr
Emiel van Coppenolle	Bovekerke
W. Arts	
Hub. Gesp	
H.F. Koster	
J. Donceel	
Juliaan Vervoort	
F. Schröder	
R. Dellaert	
J.I. Corrigan	
E.A. Ryan	
A. Grootjans	
Jan Jozef van Laer	Turnhout
A. Seeldrayers	
A. Snoeck	
A. de Guchteneere	
J. Volckaert	
Yves de La Brière	
Hugo Vandeperre	
E. de Strycker	
Constantinus	
P. de Bruin	
J.B. Poukens	
L. Moereels	
W. Cracco	
Arthur Thomas	
Ludwig Drees	
H. Geerts	
L. Vander Kerken	
L. Moreels	
C. Kock	
Edouard Dhanis	
de Caigny	
L.G. Polspoel	
R. van Lennep	
J.E. Schulte	
W. De Roy	
Jozef Mertens	
J. Theyskens	
Otto Forst de Battaglia	
Philippe Joseph Aimé van Isacker	Torhout
P. Ellerbeek	
Alb. Hernould	
W. van Dingenen	
G. De Wolf	
Maurice De Tollenaere	
Michiel Dierickx	Zingem
W. Talloen	
Louis Janssens	Olen
R. Leijs	
Albert Dondeyne	Lo-Reninge
Diotimos	
J. Bogaerts	
B. Spaapen	
E. De Cooman	
M. van den Daele	
G. Neefs	
Fr. van Baarle	
Pieter Frans Fransen	
A. Taymans	
Louis Sourie	Sint-Kruis
Jozef Marechal	Brugge
Marcel Duchateau	Merksplas
L. Baudez	
A. Poncelet	
L. Vanderkerckhove	
H. Walgrave	
Emiel van der Donck	
H. Peeters	
Walter F. Smet	
J. Köhlbrugge	
J.M.L. Demeyere	
L. van der Bossche	
W. Luyten	
J. Cuypers	
Albert Kluyskens	Landegem
Karel van Isacker	Mechelen
P. Goedertier	
B. De Wint	
Antoon Fimmers	
J. De Fraine	
M.C. Arnemann	
J.B. Goetstouwers	
Nabor Devolder	Wakken
A. Verbist	
G. Van Cutsem	
A. Meeus	
D. Merlevede	Geluveld
J. Nuttin	Zwevegem
L.P. van den Bergh	
H.L. van Breda	
I. De la Potterie	
M. Mesotten	
G. Homble	
Jos Philippen	
C. Pickery	
W. de Weerdt	
Rika De Backer-Van Ocken	
J. Lebeer	
Valentinus Morel	
Gaston Eyskens	Lier
F.X. van der Straten-Waillet	
Louis Bruyns	Essen
Monique Darge	Brugge
Paul Maria Jozef de Meester	
Jacques E. Mertens	
A. de Meyer	
Jacques Tremblay	
Albert Deblaere	
L. de Borman	
J.A.F. Wils	Nijmegen
Gaston de Jaegher	
J. van Wing	
A. van den Meersschaut	
Victor Heylen	Rijkevorsel
Walter Couvreur	Antwerpen
Silvain Douven	
John Murray	Bonar Bridge, Schotland
Philippine vande Putte	
G. Gilleman	
Jérôme Parmentier	Bavikhove
Ulpianus Lopez	
A. Cauwe	
J. Declercq	Westouter
Clément Mertens	
H. van Straelen	
R. Windey	
Jozef Andriessen	Ekeren
J.G.M. Willebrands	
V. de Meyer	
R. Pulinckx	
Herman van Overbeke	Gent
Wilhelm de Vries	Saarbrücken
Raymond Jouve	
Robert Druwé	
Albert Van den Daele	Baaigem
Fl. Bertiau	
Oger H. Bourdeaud'huy	
Augustijn Lodewyckx	Booischot
Paul André	Genève
J. Boers	
M. Duerinck	
J. Masson	
Cornelis van der Vijver	Amsterdam
Pierre-Henri Simon	
G. de Vocht	
Marcel Cordemans	Lier
André Vandenbunder	
G. Boss	
G. Huyghe	
J. Beyer	
R. Caron	
André Vlerick	Kortrijk
Jan Engelman	Utrecht
Albert Helman	Paramaribo
Henk Kuitenbrouwer	Utrecht
Albert Kuyle	Utrecht
Marnix Gijsen	Antwerpen
H. Marsman	Zeist
Menno ter Braak	Eibergen
Anton van Duinkerken	Bergen op Zoom
N.A. Donkersloot	Rotterdam
Theun de Vries	Veenwouden
A. Viruly	Breda
Gerrit Achterberg	Langbroek
A.J.D. van Oosten	Delft
Chris de Graaff	Hertogenbosch
W.P.J. Pompe	Utrecht
Martinus Nijhoff	Den Haag
August van Cauwelaert	O.L. Vrouw-Lombeek
Herluf van Merlet	Arnhem
Jan Vercammen	Temse
F. Bordewijk	Amsterdam
Clara Eggink	Utrecht
W.H. Beuken	Valkenburg
Dirk Coster	Delft
Paul de Vree	Antwerpen
Johan Winkler	Haarlem
Jef Last	Den Haag
André Demedts	Sint Baafs Vijve
Albe	Mechelen
Gabriëlle Demedts	Sint Baafs Vijve
Bernard Delfgaauw	Amsterdam
Karel Meeuwesse	Heer
P.J. Veth	Dordrecht
George Willem Vreede	Tilburg
Willem Jan Knoop	Deventer
Antonie Niermeyer	Vlaardingen
Jan Heemskerk Azn.	Amsterdam
J.T. Buys	Amsterdam
P.A.S. van Limburg Brouwer	Luik
Eugen Mehler	Emmerich
Sytze Hoekstra Bzn.	Wieringen
R.T.H.P.L.A. van Boneval Faure	Groningen
Pieter Nicolaas Muller	Amsterdam
Johannes Pols	Den Haag
Albert Hendrik Arnoldus Ekker	Vollenhove
Cd. Busken Huet	Den Haag
Allard Pierson	Amsterdam
D.E.W. Wolff	Zwolle
W.N. du Rieu	Leiden
Nikolaas Gerard Pierson	Amsterdam
Hieronymus van Alphen	Samarang
Pieter Rutger Feith	Amsterdam
Tiberius Cornelius Winkler	Leeuwarden
Joan Karel Hendrik de Roo van Alderwerelt	Harderwijk
W.A. Reiger	Groningen
Simon Gorter	Warns
Jérome Alexandre Sillem	Amsterdam
H. Kern	Poerworedjo
W. Koster Gzn.	Boskoop
J.M. van Bemmelen	Almelo
Hendrik Wolfgang van der Meij	Gronau
J.N. van Hall	Amsterdam
Willem Kloos	Amsterdam
Pieter Lodewijk Muller	Koog a/d Zaan
Jacob Paulus Amersfoordt	Amsterdam
Pieter Antonie van der Lith	Utrecht
N. Donker	Amsterdam
Marie Henriëtte Koorders-Boeke	Amsterdam
Carel van Nievelt	Delfshaven
Hugo de Vries	Haarlem
Abraham Robert Arntzenius	Delft
S.J. Fockema Andreae	Leeuwarden
W.G.C. Byvanck	Amsterdam
Sybrandus Johannes Fockema Andreae	Beetsterzwaag
Cyriel Buysse	Nevele
D.C. Hesseling	Amsterdam
Frederik van Eeden	Haarlem
H.T. Colenbrander	Drachten
J.D. van der Waals	Leiden
K.C. Boxman-Winkler	Vianen
Jacobus Boelen Jhz.	Amsterdam
Johan de Meester	Harderwijk
Herman Teirlinck	Sint-Jans-Molenbeek
Jan L. Walch	Den Haag
Jan Greshoff	Nieuw Helvoet
D. van Blom	Leeuwarden
J.A.N. Knuttel	Delft
P.H. van Moerkerken jr.	Middelburg
C. van Vollenhoven	Dordrecht
Karel van de Woestijne	Gent
Johan Huizinga	Groningen
Annie Salomons	Rotterdam
M.H. van Campen	Amsterdam
Tannelie Blom	Lagos
G.P. Frets	Boskoop
Jan van Nijlen	Antwerpen
P.H. Ritter jr.	Utrecht
H.J. Kiewiet de Jonge	Groningen
P. Geyl	Dordrecht
Willem Jan Mari van Eysinga	Noordwijkerhout
Jan Romein	Rotterdam
Hendrik Cramer	Utrecht
E.J. Dijksterhuis	Tilburg
Achilles Mussche	Gent
Urbain van de Voorde	Blankenberge
J.A.A.H. de Beaufort	Leusden
Elisabeth Zernike	Amsterdam
P.J. Meertens	Middelburg
A. Gildemeester	Amsterdam
A.A. van Schelven	Haarlem
W.A.P. Smit	Heumen
Th.J.G. Locher	Waspik
Emmy van Lokhorst	Den Haag
Jan Toorop	Poerworedjo
Jac. van Ginneken	Oudenbosch
P.J. Idenburg	Hillegersberg
Raymond Brulez	Blankenberge
Dirk Wiersma	Groningen
Gerrit Kamphuis	Zwolle
Pieter Jan Bouman	Batavia
Gerlach Royen	Valkenburg
B.A. van Groningen	Twello
J.J. Gielen	Rucphen
Anton van der Boom	Haarlem
Maurits Uyldert	Amsterdam
Dirk Bartling	Haarlem
A.N. Molenaar	Waddinxveen
Gerard Walschap	Londerzeel (Sint-Jozef)
Edward Rombauts	Hever bij Mechelen
Miguel de Cervantes Saavedra	Alcal de Henares
Ferdinand Langen	Westernieland
Jan Barents	Den Haag
Anne de Vries	Assen
F.K.H. Kossmann	Den Haag
K.H. Heeroma	Hoorn op Terschelling
Marie Ramondt	Soekowono
Guus Dijkhuizen	Amsterdam
O. Noordenbos	Bozum
C.F.P. Stutterheim	Amsterdam
R.P. Cleveringa	Appingedam
H. Plessner	Wiesbaden
Hubert Lampo	Antwerpen
J.C.H. de Pater	Bleiswijk
Johan Daisne	Gent
P. Brommer	Driebergen
C.G.N. de Vooys	Gouda
B. Faddegon	Amsterdam
L.J. Rogier	Rotterdam
Ernst van Raalte	Rotterdam
I.J.M. van den Berg	Groningen
Henri A. Ett	Rotterdam
Maarten Schneider	Keulen
Hans Andreus	Amsterdam
Elisabeth Augustin	Berlijn
Bert Voeten	Breda
Hans Warren	Borssele
Pierre H. Dubois	Amsterdam
Pieter G. Buckinx	Kortessem
J.C. Brandt Corstius	Rotterdam
J.C.A. Fetter	Stadskanaal
Silvio d' Amico	Rome
Gerben Colmjon	Leeuwarden
A.L. Sötemann	Warmenhuizen
Julien Jozef Kuypers	Pepingen
Harry Mulisch	Haarlem
J.H. Huizinga	Groningen
P. Minderaa	Amsterdam
J.W. Schulte Nordholt	Zwolle
Leo Vroman	Gouda
Cornelis Rijnsdorp	Delfshaven
August Defresne	Maastricht
J. Presser	Amsterdam
Hubert van Herreweghen	Pamel-Roosdaal
Jan Willem Hofstra	Amsterdam
J.J.A. Mooij	Gramsbergen
Rob Nieuwenhuys	Semarang
James S. (Jim) Holmes	Collins, Iowa
Cees Nooteboom	Den Haag
Arie de Froe	Arnhem
S. Dresden	Amsterdam
Martien J.G. de Jong	Steenbergen
Piet Calis	Laren
J. Bernlef	Sint Pancras
Jan F. de Zanger	Schiedam
Paul de Wispelaere	Brugge
A.L. Constandse	Brouwershaven
V.W.D. Schenk	Meppel
Felipe M. Lorda Alaiz	Almacelles
W.J.C. Buitendijk	Amsterdam
W.L. Brugsma	Aerdenhout
J.M.J. Sicking	Den Haag
R.L.K. Fokkema	Alphen a/d Rijn
H.C. Rümke	Leiden
G. van Benthem van den Bergh	Den Haag
Annie Romein-Verschoor	Hatert
Frits Staal	Amsterdam
Rudi Fuchs	Eindhoven
Rudolf Geel	Amsterdam
Joke Kool-Smit	Utrecht
Rein Bloem	Amsterdam
W.F. Wertheim	Sint-Petersburg
Wim Hazeu	Delft
Jan Voorhoeve	Djombang
Geerten Meijsing	Eindhoven
Ton Anbeek	Ede
Cas Wouters	Sint-Michielsgestel
Peter Hoefnagels	Bilthoven
D.W. Fokkema	Utrecht
Bert Vanheste	Pervijze
Ilja Ehrenburg	Kiev
J. Pen	Lemmer
Herman Pleij	Hilversum
Mazisi Kunene	Durban
Rien T. Segers	Helmond
Wiel Kusters	Kerkrade
Maartje Draak	Venlo
Peter van Zonneveld	Leiden
Boudewijn Büch	Den Haag
Frans Boenders	Antwerpen
Rudolf Dekker	Amsterdam
Federico García Lorca	Fuente Vaqueros
Eva Abraham-van der Mark	Amsterdam
Huub Beurskens	Tegelen
Jaap Goedegebuure	Sint Annaland
Ethel Portnoy	Philadelphia
E. Braches	Padang
N.G. van Kampen	Leiden
Christel van Boheemen-Saaf	Arnhem
Joseph Brodsky	Sint Petersburg
August Hans den Boef	Rotterdam
Anneke Brassinga	Schaarsbergen
Stefan Hertmans	Gent
Frank Bovenkerk	Haarlem
Jan van Luxemburg	Haarlem
Kester Freriks	Jakarta
Kas Deprez	Lauwe
Stefaan van den Bremt	Aalst
Th. Weevers	Amersfoort
P.J. Buijnsters	Breda
Willem van den Berg	Rijswijk
Anil Ramdas	Paramaribo
Jos Joosten	Rotterdam
Mieke Bal	Heemstede
W.J. van den Akker	Oss
Rienk Visser	Leeuwarden
Joris Note	Borgerhout
Bart Vervaeck	Mortsel
Bai Juyi	China
Hugo Brems	Heverlee
Tonnus Oosterhoff	Leiden
Les Murray	Nabiac
Koen Peeters	Turnhout
Pol Hoste	Lokeren
Harry N.A. Priem	20ste eeuw
René Boomkens	Bussum
Hugo Bousset	Brussel
Kees Vuyk	20ste eeuw
Els Broeksma-van Capelle	20ste eeuw
M.E. Belpaire	Antwerpen
August Cuppens	Beringen
Jaak Muyldermans	Kapelle op den Bos
Jan Emiel Vliebergh	Zoutleeuw
A. Dupont	Amsterdam
Th. Heidebrand	19de eeuw
H. Bischoff	19de eeuw
Fr. Meeus	19de eeuw
A. Verheyen	19de eeuw
Alb. vander Elst	19de eeuw
Jules Persyn	Wachtbeke
Emiel de Grave	19de eeuw
J. Erembout	19de eeuw
Johannes Jörgensen	Svendborg
Joz. vanden Eynde	19de eeuw
Louisa Duykers	Antwerpen
J. Salsmans	Antwerpen
C.P.F. Lecoutere	Antwerpen
J. Sencie	19de eeuw
Lodewijk Dosfel	Dendermonde
Paul Bellefroid	Hasselt
G. van Poppel	19de eeuw
J. Kleyntjens	19de eeuw
C. de Waal	19de eeuw
Ernest Soens	19de eeuw
A. van Wassenhove	19de eeuw
Jan van Leenen	19de eeuw
Joris Eeckhout	Deinze
Jozef van Mierlo	Turnhout
Fernand Toussaint van Boelaere	Anderlecht
Joseph Bittremieux	Sijzele
M. Rutten	Lanaken
Fritz Francken	Antwerpen
Raphaël M.J. Kreemers	Sint Huibrechts Lille
J.A. Hallez	Sint-Amands-Puurs
Jozef Uytterhoeven	Aarschot
Léopold Levaux	Luik
Jörgen Bukdahl	Sundby
Franz de Backer	Aalst
Albert Westerlinck	Geel
J.F. Vanderheyden	Heverlee
Rainer Maria Rilke	Praag
A.L Bem	Tsjechië
Emiel Jan Janssen	Vlimmeren
Oscar Dambre	Vlamertinge
Lode Roose	Mechelen
R.F. Lissens	Leuven
Paul de Keyser	Gent
Miguel de Unamuno	Spanje
Willy Spillebeen	Westrozebeke
H. van Gorp	Herentals
Alstein	Wilrijk, Antwerpen
Jaak De Maere	Puivelde-Belsele
Erik Spinoy	Sint-Niklaas
Karel Porteman	Gullegem
Dirk de Geest	Oostende
Frank Willaert	Veurne
Ivo Michiels	Mortsel
Jo Tollebeek	Mechelen
Patrick Cornillie	Roeselare
Peter Ghyssaert	Wilrijk
Leen Huet	Hoogstraten
M.A. Schenkeveld-van der Dussen	Rotterdam
F.W. van Heerikhuizen	Enschede
J. Kamerbeek jr.	Rotterdam
W. Blok	Oegstgeest
M.C. van den Toorn	Rotterdam
N.C.H. Wijngaards	Leiden
P.C. Paardekooper	Zoeterwoude
F.L. Bastet	Haarlem
D.M. Bakker	Den Haag
Cor van Bree	Vlaardingen
B. Siertsema	Gramsbergen
B.Th. Tervoort	Groesbeek
W.J.M. Levelt	Amsterdam
J.G. Kooij	Amsterdam
J.W. de Vries	Amsterdam
P.F. Schmitz	Apeldoorn
E.K. Grootes	Anna Paulowna
A. Dees	Krabbendijke
Frank Jansen	Zaandam
Hannes Meinkema	Tiel
Harry Bekkering	Roosteren
M.F. Fresco	Düsseldorf
A. Sassen	Ter Apel
Hans Heestermans	Oud Vossemeer
Antoine Braet	Aardenburg
Will van Peer	Sint Lenaarts
J.J. Kloek	Den Haag
J.J. Moerman	Oostvoorne
René Appel	Hoogkarspel
J.G. Kruyt	Katwijk
Jan Koopmans	Holwerd
Hein Boeken	Amsterdam
Omar Khayyam	Iran
M. Schönfeld	Groningen
C.B. van Haeringen	Werkendam
Catharina Ypes	Amsterdam
F.E.J. Malherbe	Paarl
F. Veenstra	Hardegarijp
P.J. Risseeuw	Den Haag
Willem Pée	Brugge
L. Mosheuvel	Rotterdam
A. Ampe	Woesten
H.A. Wage	Roosendaal
N. de Paepe	Ninove
F.P. van Oostrom	Utrecht
P.J. Verkruijsse	Groede
Arie-Jan Gelderblom	Oosterbeek
Jean Paul Sartre	Parijs
Peter van Steen	Amsterdam
Marten Brouwer	Leeuwarden
Jan Pluvier	Schoten
Remy C. van de Kerckhove	Mechelen
Frans De Bruyn	Boom
U Win Tin	Gyobingauk
Camille Huysmans	Bilzen
Leopold Flam	Antwerpen
Marc Andries	Duffel
L.M. van Dis	Zaamslag
B. van den Berg	Kornhorn
Dirk Bax	Hoofddorp
C.N. Dubelaar	Amsterdam
W.E. Hegman	Menen
R. Lievens	Ninove
L. Koelmans	Enkhuizen
F.L. Zwaan	Jokyakarta
W.P. Gerritsen	Utrecht
Lieven Rens	Roeselare
A.N. Paasman	Hoogeveen
G.R.W. Dibbets	Nijmegen
K. Roelandts	Boom
G.J. Dorleijn	Amersfoort
Isaac Dorislaus	Alkmaar
N. van der Blom	Gorinchem
Roland Willemyns	Gent
W. Waterschoot	Grembergen
E. Oey-de Vita	Haarlem
J. Reynaert	Roeselare
Fabian R.W. Stolk	Zeist
Jan de Roder	Arnhem
Ton van Strien	Vijfhuizen
Dingeman van der Stoep	Berkel en Rodenrijs
Pieter Korthuys	Rotterdam
Johan van Hulzen	Zeist
J. van Doorne	Delft
John Donne	Londen
Frank Daen	Rotterdam
Jan D. 't Lam	Rotterdam
Jozef D. Janssens	Rijkevorsel
L. Arts	Antwerpen
J.A. van Houtte	Brugge
